City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
324,Port-Cartier,CA,50.0334,-66.8654,28.99,46,75,16.11,broken clouds
325,Tomatlan,MX,19.9333,-105.25,86.49,48,0,8.84,clear sky
326,Minbu,MM,20.1833,94.8833,68.83,33,43,1.5,scattered clouds
327,Inhambane,MZ,-23.865,35.3833,73.47,79,1,5.64,clear sky
328,Tiksi,RU,71.6872,128.8694,-16.29,87,100,6.15,overcast clouds
329,Port Lincoln,AU,-34.7333,135.8667,59.92,82,16,15.77,few clouds
330,Tursunzoda,TJ,38.5144,68.2333,39.2,87,1,2.24,mist
331,Iranshahr,IR,27.2025,60.6848,64.4,29,0,4.61,clear sky
332,Luderitz,NA,-26.6481,15.1594,66.06,69,0,16.24,clear sky
333,Biscarrosse,FR,44.3945,-1.1672,46.4,87,90,1.14,overcast clouds
334,Chachapoyas,PE,-6.2317,-77.869,61.02,85,96,2.04,moderate rain
335,Pangkalanbuun,ID,-2.6833,111.6167,71.35,95,97,2.64,overcast clouds
336,Zaranj,AF,30.9667,61.8833,51.8,35,0,6.91,clear sky
337,Maarianhamina,AX,60.0973,19.9348,30.2,59,75,17.27,light snow
338,Thunder Bay,CA,48.4001,-89.3168,35.01,64,90,16.11,overcast clouds
339,Butembo,CD,0.15,29.2833,58.1,100,73,3.29,broken clouds
340,Gornopravdinsk,RU,60.05,69.9,7.83,95,100,4.43,overcast clouds
341,Ponta Delgada,PT,37.7333,-25.6667,62.6,88,40,4.61,scattered clouds
342,Anloga,GH,5.7947,0.8973,86.0,74,20,9.22,few clouds
343,Koutsouras,GR,35.0339,25.9469,57.0,70,5,11.3,clear sky
344,Ahipara,NZ,-35.1667,173.1667,65.17,66,93,14.07,overcast clouds
345,Rio Gallegos,AR,-51.6226,-69.2181,55.4,28,40,36.82,scattered clouds
346,Macusani,PE,-14.0833,-70.4333,43.72,76,98,6.62,moderate rain
347,Waddan,LY,29.1614,16.139,67.14,26,0,21.03,clear sky
348,Margate,GB,51.3813,1.3862,37.99,70,0,1.01,clear sky
349,Dire Dawa,ET,9.5931,41.8661,62.15,31,0,0.67,clear sky
350,Ulety,RU,51.3572,112.4849,17.51,93,92,4.14,overcast clouds
351,Durango,MX,24.8333,-104.8333,78.91,14,0,15.79,clear sky
352,Kyabe,TD,9.4515,18.9449,82.89,15,0,2.77,clear sky
353,Teguldet,RU,57.3064,88.1667,6.6,95,97,4.99,overcast clouds
354,Pleasanton,US,37.6624,-121.8747,63.0,44,1,8.05,clear sky
355,Muisne,EC,0.6,-80.0333,78.94,85,100,8.21,light rain
356,Parabel,RU,58.6978,81.4825,10.56,95,100,7.85,overcast clouds
357,Kotido,UG,2.9806,34.1331,75.61,39,0,5.59,clear sky
358,Dong Hoi,VN,17.4833,106.6,71.38,93,82,6.78,broken clouds
359,Remontnoye,RU,46.5614,43.6501,28.4,64,14,13.42,few clouds
360,Toora-Khem,RU,52.4675,96.11,13.03,92,97,0.25,overcast clouds
361,Umm Lajj,SA,25.0213,37.2685,75.72,54,0,4.83,clear sky
362,Dologon,PH,7.8408,125.0444,69.94,83,100,3.13,overcast clouds
363,Dudinka,RU,69.4058,86.1778,-13.79,89,100,4.92,overcast clouds
364,Curuca,BR,-0.7289,-47.8481,75.29,95,100,1.74,overcast clouds
365,Caraballeda,VE,10.6112,-66.8522,86.0,66,40,5.75,scattered clouds
366,Coripata,BO,-16.3,-67.6,59.0,38,20,10.36,few clouds
367,Svetlogorsk,BY,52.6333,29.7333,30.42,98,100,9.62,snow
368,Tunceli,TR,39.1083,39.5471,44.6,93,75,4.61,light rain
369,Frederikshavn,DK,57.4407,10.5366,30.0,69,41,3.44,scattered clouds
370,Yining,CN,29.0361,114.5636,45.46,86,99,2.33,light rain
371,Tiarei,PF,-17.5333,-149.3333,86.0,70,75,16.11,broken clouds
372,Shimoda,JP,34.6667,138.95,39.0,90,100,10.22,overcast clouds
373,Lasa,IT,46.6166,10.7002,41.0,80,0,2.3,clear sky
374,Taksimo,RU,56.3444,114.8794,5.56,90,100,2.3,light snow
375,Luanda,AO,-8.8368,13.2343,80.6,83,40,5.75,scattered clouds
376,Marawi,PH,7.9986,124.2928,73.0,89,88,5.99,overcast clouds
377,Leshukonskoye,RU,64.8989,45.7622,-14.13,89,10,5.93,clear sky
378,Crato,BR,-7.2342,-39.4094,77.56,65,41,1.79,scattered clouds
379,Northam,GB,51.0333,-4.2167,34.0,72,72,5.61,broken clouds
380,Saryozek,KZ,44.3583,77.9753,33.58,86,98,2.57,overcast clouds
381,Wakiso,UG,0.4044,32.4594,73.4,83,20,5.75,few clouds
382,Goure,NE,13.9835,10.2704,82.99,4,4,7.0,clear sky
383,Baoqing,CN,46.3317,132.2111,6.24,91,0,4.25,clear sky
384,Puerto Escondido,MX,15.85,-97.0667,84.2,70,1,5.75,clear sky
385,Strezhevoy,RU,60.7333,77.5889,3.2,92,0,4.47,clear sky
386,Te Anau,NZ,-45.4167,167.7167,47.17,71,47,0.69,scattered clouds
387,Port Hawkesbury,CA,45.6169,-61.3485,32.0,50,1,9.22,clear sky
388,Zyryanka,RU,65.75,150.85,-12.73,89,100,5.08,overcast clouds
389,Codrington,AU,-38.2667,141.9667,57.9,90,100,10.38,overcast clouds
390,General Roca,AR,-39.0333,-67.5833,82.4,36,0,13.8,clear sky
391,Brae,GB,60.3964,-1.353,41.0,75,75,11.5,broken clouds
392,Novoselitskoye,RU,44.7508,43.4369,24.8,80,0,8.95,clear sky
393,Raga,SS,8.4596,25.678,74.21,20,1,2.82,clear sky
394,Bowen,AU,-20.0167,148.2333,69.8,100,2,7.4,clear sky
395,Ossora,RU,59.2353,163.0719,-21.8,75,5,5.03,clear sky
396,Qaqortoq,GL,60.7167,-46.0333,30.2,86,75,6.91,light snow
397,Laguna,US,38.421,-121.4238,64.0,41,1,9.22,clear sky
398,Half Moon Bay,US,37.4636,-122.4286,60.01,76,75,13.8,broken clouds
399,Tenenkou,ML,14.4572,-4.9169,89.53,14,26,10.58,scattered clouds
400,Berlevag,NO,70.8578,29.0864,21.2,86,75,9.22,light snow
401,Tongchuan,CN,35.0806,109.0897,40.23,70,100,2.82,light rain
402,Machico,PT,32.7,-16.7667,62.6,77,40,9.22,scattered clouds
403,Lufilufi,WS,-13.8745,-171.5986,86.0,79,40,4.61,scattered clouds
404,Bull Savanna,JM,17.8868,-77.5902,79.83,62,29,3.96,scattered clouds
405,Isparta,TR,38.0,31.0,39.2,75,40,4.61,scattered clouds
406,Gravdal,NO,68.1214,13.5031,28.4,80,75,4.61,broken clouds
407,Dickinson,US,29.4608,-95.0513,64.99,29,1,12.66,clear sky
408,Angoram,PG,-4.0625,144.0661,72.95,98,100,2.15,overcast clouds
409,Itarema,BR,-2.9248,-39.9167,78.15,86,100,12.39,light rain
410,Sompeta,IN,18.9333,84.6,74.26,65,0,8.48,clear sky
411,Requena,ES,39.4883,-1.1004,53.6,94,75,4.61,light rain
412,Kota Kinabalu,MY,5.9749,116.0724,77.0,94,20,2.3,few clouds
413,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.09,93,93,2.15,moderate rain
414,Stubbekobing,DK,54.8887,12.041,33.01,86,73,10.83,broken clouds
415,Pangnirtung,CA,66.1451,-65.7125,-4.0,77,1,9.22,clear sky
416,Muros,ES,42.7762,-9.0603,46.99,66,1,1.99,clear sky
417,Istanbul,TR,41.0351,28.9833,39.2,65,0,8.05,clear sky
418,Borgosesia,IT,45.7145,8.2799,39.99,86,30,1.54,scattered clouds
419,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,39,40,27.63,scattered clouds
420,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.0,100,75,5.75,light intensity drizzle rain
421,Kayerkan,RU,69.3497,87.7602,-10.44,90,100,3.02,overcast clouds
422,Tilichiki,RU,60.4667,166.1,-19.5,84,98,8.61,overcast clouds
423,Mogadishu,SO,2.0371,45.3438,78.33,80,0,22.48,clear sky
424,Goderich,CA,43.7501,-81.7165,24.8,63,13,6.91,few clouds
425,Ust-Karsk,RU,52.7011,118.8077,5.94,90,1,3.58,clear sky
426,Kloulklubed,PW,7.0419,134.2556,78.8,89,75,6.91,broken clouds
427,Bilma,NE,18.6853,12.9164,76.64,15,0,6.42,clear sky
428,Richards Bay,ZA,-28.783,32.0377,73.74,84,84,7.61,broken clouds
429,Apac,UG,1.9756,32.5386,79.23,34,95,3.67,overcast clouds
430,Novhorodka,UA,48.3651,32.6578,28.4,80,0,11.18,clear sky
431,Caravelas,BR,-17.7125,-39.2481,79.81,79,63,10.92,broken clouds
432,Portland,US,45.5234,-122.6762,46.4,71,40,10.36,scattered clouds
433,Dahra,DZ,36.2546,0.8519,57.2,82,75,5.12,broken clouds
434,Erdenet,MN,49.0333,104.0833,22.19,80,10,3.96,clear sky
435,Carballo,ES,43.213,-8.691,44.6,70,0,6.91,clear sky
436,Santa Helena,BR,-2.2311,-45.3,77.27,91,100,4.07,overcast clouds
437,Odweyne,SO,9.4092,45.064,62.19,52,34,2.3,scattered clouds
438,Nishihara,JP,26.1842,127.7558,66.2,77,75,10.0,broken clouds
439,Kautokeino,NO,69.0125,23.0412,12.85,90,100,7.87,overcast clouds
440,San Lawrenz,MT,36.0553,14.204,57.2,82,40,12.66,scattered clouds
441,Ouadda,CF,8.0777,22.4007,76.41,19,45,1.52,scattered clouds
442,Marzuq,YE,14.4,46.4667,61.18,34,23,5.06,few clouds
443,Maksatikha,RU,57.797,35.8825,16.59,97,100,6.62,light snow
444,Great Yarmouth,GB,52.6083,1.7305,39.2,70,0,2.3,clear sky
445,Vestmannaeyjar,IS,63.4427,-20.2734,43.61,75,81,22.73,broken clouds
446,Winnemucca,US,40.973,-117.7357,55.4,22,1,3.74,clear sky
447,Balaipungut,ID,1.05,101.2833,71.49,96,97,1.59,overcast clouds
448,Hirara,JP,24.8,125.2833,70.81,83,85,19.48,overcast clouds
449,Yumen,CN,40.2833,97.2,33.6,74,3,7.61,clear sky
450,Linxia,CN,35.6003,103.2064,37.31,70,0,2.71,clear sky
451,Praya,CV,14.9215,-23.5087,68.0,77,0,24.16,clear sky
452,Vilyuysk,RU,63.7553,121.6247,-0.29,93,100,8.1,overcast clouds
453,Rio Grande,BR,-32.035,-52.0986,80.6,57,20,12.66,few clouds
454,Ler,SS,8.3018,30.1418,82.4,18,22,4.29,few clouds
455,Escanaba,US,45.7453,-87.0646,30.99,74,75,14.97,broken clouds
456,Kokopo,PG,-4.352,152.2633,77.29,83,99,5.64,overcast clouds
457,Kusti,SD,13.1629,32.6635,79.09,16,53,10.07,broken clouds
458,Kupang,ID,-10.1667,123.5833,78.93,80,39,1.79,scattered clouds
459,Marsa Matruh,EG,31.3525,27.2453,57.2,72,0,6.91,clear sky
460,Pimentel,PE,-6.8367,-79.9342,80.6,65,0,18.41,clear sky
461,San Quintin,MX,30.4833,-115.95,60.71,65,60,12.06,broken clouds
462,Jizan,SA,17.3333,42.6667,80.6,74,0,3.44,clear sky
463,Bismarck,US,46.8083,-100.7837,57.2,30,1,19.57,clear sky
464,Redencao,BR,-4.2258,-38.7306,82.0,83,40,3.44,scattered clouds
465,Opelousas,US,30.5335,-92.0815,69.8,21,1,4.61,clear sky
466,Isangel,VU,-19.55,169.2667,75.2,83,20,11.52,few clouds
467,Kamenka,RU,51.3223,42.7678,30.99,77,100,1.01,light snow
468,Isla Mujeres,MX,21.2311,-86.731,78.8,57,75,10.36,broken clouds
469,Davila,PH,18.4726,120.5763,76.75,79,10,17.49,clear sky
470,Jonesboro,US,35.8423,-90.7043,64.0,36,1,5.75,clear sky
471,Pompeu,BR,-19.2244,-44.9353,70.3,94,93,2.17,overcast clouds
472,Koungou,YT,-12.7336,45.2042,82.4,83,0,6.91,light rain
473,Oktyabrskoye,RU,43.0645,44.7417,23.0,86,0,4.47,clear sky
474,Kerrobert,CA,51.9168,-109.1348,33.8,86,40,9.22,scattered clouds
475,Ikalamavony,MG,-21.15,46.5833,66.52,87,11,3.91,few clouds
476,Sandwick,GB,60.0,-1.25,41.0,75,75,11.5,broken clouds
477,Termiz,UZ,37.2242,67.2783,44.6,81,0,6.91,clear sky
478,Morondava,MG,-20.2833,44.2833,78.37,79,1,6.8,clear sky
479,Dafeng,CN,23.4517,108.5881,63.81,71,93,3.49,overcast clouds
480,Aloleng,PH,16.1307,119.7824,76.78,75,24,7.07,few clouds
481,Erenhot,CN,43.6475,111.9767,29.37,82,1,4.16,clear sky
482,Hatta,IN,24.1167,79.6,71.67,21,0,6.6,clear sky
483,Naryan-Mar,RU,67.6713,53.087,-27.6,85,83,9.6,broken clouds
484,Yanam,IN,16.7333,82.2167,69.33,95,3,1.07,clear sky
485,Honningsvag,NO,70.9821,25.9704,26.6,86,75,8.05,light snow
486,Aksarka,RU,66.5606,67.7975,-20.13,87,100,10.33,overcast clouds
487,Vostok,RU,46.4856,135.8833,3.43,95,100,4.16,overcast clouds
488,Wasilla,US,61.5814,-149.4394,27.0,54,1,2.37,clear sky
489,Mana,GF,5.6592,-53.7767,80.49,79,44,12.3,scattered clouds
490,Yurga,RU,55.7231,84.8861,11.19,92,100,8.28,overcast clouds
491,Calama,CL,-22.4667,-68.9333,77.0,23,20,27.63,few clouds
492,Sheopur,IN,25.6667,76.7,72.91,22,0,7.02,clear sky
493,Ashford,GB,51.1459,0.8728,32.0,63,0,1.07,clear sky
494,Acarau,BR,-2.8856,-40.12,79.11,83,100,13.09,heavy intensity rain
495,Ambilobe,MG,-13.2,49.05,75.27,95,100,4.38,moderate rain
496,Aransas Pass,US,27.9095,-97.15,69.8,35,1,17.27,clear sky
497,Coachella,US,33.6803,-116.1739,81.0,18,1,8.03,clear sky
498,Hofn,IS,64.2539,-15.2082,37.98,75,88,6.87,overcast clouds
499,Shingu,JP,33.7333,135.9833,51.78,89,100,9.44,overcast clouds
500,Alexandria,EG,31.2156,29.9553,59.0,77,0,4.61,clear sky
501,Turukhansk,RU,65.8167,87.9833,-6.41,92,100,7.78,overcast clouds
502,Padang,ID,-0.9492,100.3543,73.4,100,40,2.3,scattered clouds
503,Lima,PE,-12.0432,-77.0282,80.6,61,0,9.22,clear sky
504,Alanya,TR,36.5438,31.9998,53.6,82,0,4.61,clear sky
505,Noumea,NC,-22.2763,166.4572,79.0,83,0,2.3,clear sky
506,Aiken,US,33.5835,-81.5998,57.0,19,1,8.05,clear sky
507,Kisangani,CD,0.5167,25.2,73.4,88,100,4.61,light rain
508,Pasni,PK,25.2631,63.471,73.51,60,0,9.15,clear sky
509,Shelburne,CA,44.0787,-80.2041,24.8,58,1,4.61,clear sky
510,Saint-Pierre,RE,-21.3393,55.4781,77.0,88,57,8.05,light rain
511,Ust-Maya,RU,60.4167,134.5333,-21.77,87,84,4.12,broken clouds
512,Warwick,US,41.7001,-71.4162,37.99,30,1,6.91,clear sky
513,Mandalgovi,MN,45.7625,106.2708,27.03,80,0,5.75,clear sky
514,Bara,NG,10.3744,10.7288,82.45,15,2,9.04,clear sky
515,Montepuez,MZ,-13.1256,38.9997,69.33,98,100,2.35,overcast clouds
516,Rondonopolis,BR,-16.4708,-54.6356,74.98,87,96,4.76,light rain
517,Biak,ID,-0.9131,122.8766,75.33,81,100,5.03,overcast clouds
518,Kambove,CD,-10.8764,26.5969,63.01,98,100,2.62,moderate rain
519,Novosergiyevka,RU,52.0934,53.6528,9.09,95,99,11.23,overcast clouds
520,Sarvar,HU,47.2539,16.9352,33.8,55,0,4.61,clear sky
521,Gwadar,PK,25.1216,62.3254,71.26,61,0,7.85,clear sky
522,Ponnani,IN,10.767,75.9252,80.6,74,20,2.48,mist
523,Tondela,PT,40.5167,-8.0833,54.0,87,2,1.99,clear sky
524,Boddam,GB,57.4667,-1.7833,43.0,93,90,5.75,overcast clouds
525,Dingle,PH,10.9995,122.6711,73.65,90,100,7.94,overcast clouds
526,Maubin,MM,16.7333,95.65,73.4,64,0,3.44,clear sky
527,Lagoa,PT,39.05,-27.9833,59.97,96,64,13.98,broken clouds
528,Chara,RU,56.9064,118.2631,2.55,84,84,1.25,broken clouds
529,Vinstra,NO,61.5952,9.7523,15.75,84,86,5.99,overcast clouds
530,Nyrob,RU,60.733,56.7202,-7.28,91,98,2.3,overcast clouds
531,Sogne,NO,58.0833,7.8167,33.01,68,0,5.75,clear sky
532,Samarai,PG,-10.6167,150.6667,79.03,81,100,4.63,overcast clouds
533,Puerto Ayacucho,VE,5.6639,-67.6236,91.92,50,90,3.71,overcast clouds
534,Ancud,CL,-41.8697,-73.8203,70.0,55,40,13.8,scattered clouds
535,Ostrovnoy,RU,68.0531,39.5131,0.57,92,100,7.07,overcast clouds
536,Pahrump,US,36.2083,-115.9839,69.01,21,99,8.46,overcast clouds
537,Shubarkuduk,KZ,49.1447,56.4872,4.06,89,0,5.03,clear sky
538,Komsomolskiy,UZ,40.4272,71.7189,42.8,75,80,4.61,broken clouds
539,Ferrol,ES,43.4832,-8.2369,44.6,70,0,6.91,clear sky
540,Jalu,LY,29.0331,21.5482,66.18,27,0,10.4,clear sky
541,Agadez,NE,19.75,10.25,74.3,19,95,3.4,overcast clouds
542,Plettenberg Bay,ZA,-34.0527,23.3716,64.51,82,100,2.64,overcast clouds
543,Kampene,CD,-3.6,26.6667,67.28,98,100,1.66,light rain
544,Hebi,CN,35.8992,114.1925,39.7,70,100,3.29,overcast clouds
545,Ende,ID,-8.8432,121.6623,77.77,77,75,0.56,broken clouds
546,Kenai,US,60.5544,-151.2583,12.2,85,1,3.44,clear sky
547,Barmer,IN,25.75,71.3833,71.01,65,0,12.21,clear sky
548,Nogliki,RU,51.8333,143.1667,-2.34,90,0,12.24,clear sky
549,Maragogi,BR,-9.0122,-35.2225,79.41,77,0,9.51,clear sky
550,Itoman,JP,26.1247,127.6694,66.2,88,20,5.75,few clouds
551,Saint-Augustin,CA,51.226,-58.6502,26.51,94,100,8.25,light snow
552,Kerema,PG,-7.9631,145.7785,76.14,85,100,9.4,overcast clouds
553,Yagodnoye,RU,62.55,149.6667,-29.04,76,51,3.47,broken clouds
554,Nizwa,OM,22.9333,57.5333,67.05,33,0,2.28,clear sky
555,Pangody,RU,65.85,74.4859,-13.38,90,91,5.35,overcast clouds
556,Cheney,US,47.4874,-117.5758,46.0,70,75,10.36,broken clouds
557,Shikhazany,RU,55.5605,47.393,19.4,93,75,15.66,snow
558,Karpathos,GR,35.507,27.2132,55.4,67,1,4.61,clear sky
559,Iskateley,RU,67.6803,53.1512,-28.32,85,88,9.33,overcast clouds
560,Savannah Bight,HN,16.45,-85.85,82.4,74,75,3.44,broken clouds
561,Griffith,US,41.5284,-87.4237,51.01,40,1,10.36,clear sky
562,Constantine,DZ,36.365,6.6147,53.6,71,75,11.5,broken clouds
563,Salinas,US,36.6777,-121.6555,60.8,39,1,10.36,clear sky
564,Nicoya,CR,10.1483,-85.452,89.6,35,0,27.63,clear sky
565,Ulladulla,AU,-35.35,150.4667,64.4,94,0,3.44,clear sky
566,Homer,US,59.6425,-151.5483,28.0,68,1,8.05,clear sky
567,Berezovyy,RU,51.6667,135.7,-2.49,83,0,6.76,clear sky
568,Umm Kaddadah,SD,13.6017,26.6876,71.1,16,7,13.87,clear sky
569,Les Escoumins,CA,48.1111,-69.0236,23.0,63,91,21.85,overcast clouds
570,Achisu,RU,42.652,47.6828,37.4,65,75,11.18,broken clouds
571,Sunrise Manor,US,36.2111,-115.0731,72.0,14,40,5.75,scattered clouds
572,Lata,PT,40.1629,-8.3327,54.0,84,28,1.99,scattered clouds
573,Tura,IN,25.5198,90.2201,63.54,49,0,3.91,clear sky
574,Kudahuvadhoo,MV,2.6708,72.8944,81.99,74,0,10.47,clear sky
575,Kandrian,PG,-6.2167,149.55,75.87,82,96,3.51,overcast clouds
576,Kharp,RU,66.8014,65.8081,-15.47,87,98,1.9,overcast clouds
577,Broken Hill,AU,-31.95,141.4333,71.6,33,75,6.91,light rain
578,Ocu,JP,35.0044,135.8683,44.01,92,100,2.01,overcast clouds
579,Maxixe,MZ,-23.8597,35.3472,72.09,83,1,4.61,clear sky
580,Langfang,CN,39.5097,116.6947,36.0,57,58,3.56,broken clouds
581,Muroto,JP,33.2833,134.15,52.52,89,100,19.01,overcast clouds
582,Longyan,CN,25.1072,117.0225,57.51,85,68,1.97,broken clouds
583,Quatre Cocos,MU,-20.2078,57.7625,80.01,88,40,5.75,scattered clouds
584,Labuan,MY,5.2767,115.2417,78.8,89,20,8.01,few clouds
585,Port-Gentil,GA,-0.7193,8.7815,82.4,78,20,5.75,few clouds
586,Aguimes,ES,27.9054,-15.4461,64.4,68,75,13.8,broken clouds
587,Chingirlau,KZ,51.095,54.0814,6.4,95,67,10.02,broken clouds
588,Oranjemund,NA,-28.55,16.4333,63.97,87,1,7.94,clear sky
589,Roald,NO,62.5833,6.1333,32.0,86,0,8.05,clear sky
590,Hazorasp,UZ,41.3194,61.0742,44.6,70,0,9.22,clear sky
591,Getulio Vargas,UY,-32.6796,-53.5494,76.21,65,58,6.13,broken clouds
592,Manoel Urbano,BR,-8.8389,-69.2597,78.94,94,100,3.74,overcast clouds
593,Pedasi,PA,7.5333,-80.0333,83.46,65,41,24.7,scattered clouds
594,Taoudenni,ML,22.6783,-3.9836,73.58,19,0,10.0,clear sky
595,Coihaique,CL,-45.5752,-72.0662,57.2,44,75,10.36,broken clouds
596,Necocli,CO,8.4234,-76.786,81.82,76,82,13.42,broken clouds
597,Maceio,BR,-9.6658,-35.7353,80.6,78,0,6.91,clear sky
598,Waipawa,NZ,-41.4122,175.5153,60.01,77,75,11.5,broken clouds
599,Deszk,HU,46.218,20.2432,30.99,67,0,3.42,clear sky
600,Korla,CN,41.7597,86.1469,44.04,57,100,5.95,overcast clouds
601,Hadejia,NG,12.4498,10.0444,79.9,13,0,10.09,clear sky
602,Ron Phibun,TH,8.1791,99.8542,72.27,88,96,2.53,overcast clouds
603,Kargasok,RU,59.0556,80.8572,10.47,95,100,8.57,overcast clouds
604,Ligayan,PH,4.6533,119.4706,81.7,72,98,6.13,overcast clouds
605,Manakara,MG,-22.1333,48.0167,74.1,88,2,6.67,light rain
606,Moranbah,AU,-22.0016,148.0466,71.04,84,6,6.96,clear sky
607,Tshane,BW,-24.0196,21.8684,74.89,43,22,8.46,few clouds
608,Walvis Bay,NA,-22.9575,14.5053,64.4,72,0,5.75,clear sky
609,Barreiras,BR,-12.1528,-44.99,82.02,65,74,1.23,broken clouds
610,Epiniana,GR,39.1429,21.6134,30.99,86,67,1.72,broken clouds
611,Tiassale,CI,5.8983,-4.8283,77.74,85,87,3.94,light rain
612,Udachnyy,RU,66.4167,112.4,2.59,92,99,1.45,overcast clouds
613,Watsa,CD,3.0372,29.5355,66.24,71,6,3.24,clear sky
614,Gaeta,IT,41.2183,13.5628,57.0,88,57,4.03,broken clouds
615,Telimele,GN,10.9167,-13.3333,74.17,56,98,3.49,overcast clouds
616,Benxi,CN,41.2886,123.765,19.4,58,0,4.47,clear sky
617,Yefremov,RU,53.1481,38.0992,22.48,93,85,13.4,overcast clouds
618,Ndele,CF,8.4109,20.6473,78.13,18,0,2.57,clear sky
619,Sola,VU,-13.8833,167.55,81.14,77,100,7.52,overcast clouds
620,Severnyy,RU,50.677,36.5532,32.0,74,75,17.9,light snow
621,Impfondo,CG,1.6381,18.0667,74.73,79,100,4.32,overcast clouds
622,Christchurch,NZ,-43.5333,172.6333,60.01,71,84,6.91,broken clouds
623,Anshun,CN,26.25,105.9333,47.82,97,90,5.86,overcast clouds
624,Saskatoon,CA,52.1168,-106.6345,35.6,69,20,12.66,few clouds
625,Hohhot,CN,40.8106,111.6522,32.0,47,20,6.71,few clouds
626,Poplar Bluff,US,36.757,-90.3929,62.6,36,1,9.22,clear sky
627,La Palma,US,33.8464,-118.0467,62.6,67,90,5.75,overcast clouds
628,Bogorodskoye,RU,56.55,37.8833,15.31,96,84,7.67,broken clouds
629,Lehututu,BW,-23.9667,21.8667,74.91,41,29,7.23,scattered clouds
630,Sistranda,NO,63.7256,8.834,32.0,93,20,11.5,few clouds
631,Ambo,PE,-10.1308,-76.2047,70.52,52,100,8.48,overcast clouds
632,Moctezuma,MX,29.8,-109.6667,82.78,15,58,7.99,broken clouds
633,Tazovskiy,RU,67.4667,78.7,-20.36,89,94,3.0,overcast clouds
634,Saint-Joseph,RE,-21.3667,55.6167,77.0,88,27,8.05,scattered clouds
635,Sangar,RU,63.9242,127.4739,-16.1,86,100,15.03,overcast clouds
636,Severodvinsk,RU,64.5635,39.8302,-2.2,78,0,6.71,clear sky
637,Nara,JP,34.6851,135.8049,44.6,87,75,8.05,broken clouds
638,Haines Junction,CA,60.7522,-137.5108,21.2,53,98,11.5,overcast clouds
639,Akdepe,TM,42.0551,59.3788,42.8,81,0,6.91,clear sky
640,Sovetskiy,RU,61.3614,63.5842,-7.42,92,90,1.34,overcast clouds
641,Sungairaya,ID,0.7,108.9,75.81,86,93,1.99,overcast clouds
642,Ankara,TR,39.9199,32.8543,35.6,75,75,4.61,broken clouds
643,Vila Velha,BR,-20.3297,-40.2925,84.0,94,90,5.75,overcast clouds
644,Taganak,PH,6.0833,118.3,78.8,83,20,3.44,few clouds
645,Canmore,CA,51.0834,-115.3521,39.2,44,90,8.05,overcast clouds
646,Maldonado,UY,-34.6667,-54.9167,78.8,61,20,13.8,few clouds
647,Atikokan,CA,48.7555,-91.6216,40.77,71,100,12.73,overcast clouds
648,Avera,US,33.194,-82.5271,59.0,21,1,11.5,clear sky
649,Ampanihy,MG,-24.7,44.75,69.84,87,0,6.22,clear sky
650,Tezu,IN,27.9167,96.1667,64.13,37,0,4.81,clear sky
651,Lumphat,KH,13.4878,106.9816,74.05,74,2,7.31,clear sky
